ID,title,author,isbn,publisher,edition,pages,dimension
3115,The Last Goodnight,Howard Blum,9780062307804,Harper Perennial,Unknown,,
3116,Dam Busters,James Holland,9780802122780,Grove Press,Unknown,,
3117,Charles Lindbergh:,Rebecca Rowell,9781616135164,Essential Library,Unknown,112 pages,6.10 x 9.10 x 0.50 inches
3118,Captain Phil Harris,Josh; Harris; Jake; Chavez; Blake; Springer; Steve Harris,9781451666069,Simon & Schuster,Unknown,,
3119,The Triumph of Christianity,Bart D. Ehrman,9781501136702,Simon & Schuster,Unknown,,
3120,Elements of Success Student Book 3,Anne M.; Lee; Linda Ediger,9780194028264,Oxford University Press,Unknown,,
3121,America's Forgotten Heritage,Carol B. Olsen; Joan Sherman; Neil C. Olsen,9780615412030,Riding the Truth Press,Unknown,124 pages,6.00 x 9.00 x 0.26 inches
3122,Splashdance,Liz Starin,9780374300982,Farrar Straus and Giroux (BYR),Unknown,,
3123,La guerra no tiene rostro de mujer/The Unwomanly Face of War,Svetlana Alexivich,9788466338844,Debolsillo,Unknown,,
3124,Rise and Kill First,Ronen Bergman,9781400069712,Random House,Unknown,,
3125,Cracking the SAT Physics Subject Test 15th Edition (College Test Preparation),Princeton Review,9780804125666,Princeton Review,Unknown,,
3126,Farewell to the Horse,Ulrich Raulff,9781631494321,Liveright,Unknown,,
3127,Una Mujer conforme al corazon de Dios: Lucas,Elizabeth George,9780825413674,Editorial Portavoz,Unknown,,
3128,The Blockade (First Salik War),Jean Johnson,9780425276945,Ace,Unknown,,
3129,Art of War,Sun Tzu,9780981313757,Colors Network,Unknown,204 pages,23.62 x 35.43 x 2.48 inches
3130,How To Be a Tudor,Ruth Goodman,9781631492532,Liveright,Unknown,,
3131,James Walker Fannin,Gary Brown,9781556227783,Republic of Texas Press,Unknown,275 pages,5.52 x 8.47 x 0.81 inches
3132,The Regiment (Voyageur Classics),Farley Mowat,9781459733893,Dundurn,Unknown,,
3133,Agnes Grey,Anne Bronte; Fred Schwarzbach,9781593083236,Barnes & Noble Classics,Unknown,256 pages,5.41 x 7.91 x 0.72 inches
3134,Black Magic,Marjorie Bowen,9781534795921,CreateSpace Independent Publishing Platform,Unknown,,
3135,Armor and Blood: The Battle of Kursk,Dennis E. Showalter,9781400066773,Random House,Unknown,,
3136,Little i,Michael Hall,9780062383006,Greenwillow Books,Unknown,,
3137,A Short Guide To A Long Life,Edward Furlong,9781475287868,CreateSpace Independent Publishing Platform,Unknown,,
3138,Personal Memoirs of Ulysses S. Grant,Ulysses S. Grant; Rod Paschall,9780760749906,Barnes & Noble,Unknown,820 pages,5.50 x 8.10 x 1.90 inches
3139,Chrysanthemum,Kevin Henkes,9780688147327,HarperTrophy,Unknown,32 pages,7.72 x 9.84 x 0.10 inches
3140,The Art of War,Sun Tzu; Sn W; Lionel Giles,9781615890071,Megalodon Entertainment LLC.,Unknown,70 pages,9.01 x 5.98 x 0.14 inches
3141,Political Political Theory,Jeremy Waldron,9780674743854,Harvard University Press,Unknown,,
3142,Spartacus and the Slave Wars,Brent D. Shaw,9780312237035,Palgrave MacMillan,Unknown,210 pages,5.70 x 8.56 x 0.56 inches
3143,Hastings Then & Now in Colour,Mark Harvey,9780752462080,History Press,Unknown,95 pages,6.70 x 9.40 x 0.60 inches
3144,The Women Troubadours,Meg Bogin; Magda Bogin,9780393009651,W. W. Norton & Company,Unknown,192 pages,5.00 x 8.00 x 0.60 inches
3145,Deadline,James A. Anderson,9780557612000,Lulu.com,Unknown,230 pages,9.02 x 6.00 x 0.52 inches
3146,Loyalties,Thomas Fleming,9781541319479,CreateSpace Independent Publishing Platform,Unknown,,
3147,Here There Elsewhere b,e; There; Elsewhere by,9780316067539,Little Brown & Company,Unknown,416 pages,5.31 x 8.50 x 0.00 inches
3148,The Annotated Huckleberry Finn,Mark Twain; Michael Patrick Hearn; E. W. Kemble,9780393020397,W. W. Norton & Company,Unknown,480 pages,8.82 x 10.34 x 1.66 inches
3149,Quelch's Gold,Clifford Beal,9781597972338,Potomac Books,Unknown,242 pages,5.80 x 8.90 x 0.70 inches
3150,Penelope's Experiences in Scotland,Kate Douglas Wiggin,9781544101675,CreateSpace Independent Publishing Platform,Unknown,,
3151,A Book of Hours,Thomas Merton; Kathleen Deignan; John Giuliani,9781933495057,Sorin Books,Unknown,223 pages,5.30 x 7.10 x 1.00 inches
3152,The Hebrew Republic,Colin Shindler,9781442265967,Rowman & Littlefield Publishers,Unknown,,
3153,The Bait of Satan,John Bevere,9781616381967,Charisma House,Unknown,256 pages,6.12 x 8.94 x 0.78 inches
3154,Corregidor,Eric Morris,9780815410850,Cooper Square Publishers,Unknown,560 pages,6.08 x 8.96 x 1.21 inches
3155,Kingship and Memory in Ancient Judah,Ian D. Wilson,9780190499907,Oxford University Press,Unknown,,
3156,Sell More Cars,Michel Scavuzzo,9781541064263,CreateSpace Independent Publishing Platform,Unknown,,
3157,Los muchachos de zinc / Zinky Boys,Svetlana Alexievich Svetlana Alexievich,9788499926292,Debate,Unknown,,
3158,Hydra,Mitchell T Jacobs,9781499346640,CreateSpace Independent Publishing Platform,Unknown,,
3159,Miruna,Bogdan Suceava,9788086264448,Twisted Spoon Press,Unknown,141 pages,6.42 x 7.95 x 0.43 inches
3160,The Defense Industrial Base,Nayantara D. Hensel,9781409431046,Ashgate Pub Co,Unknown,,
3161,The Christianity of Culture,Liana Chua,9780230120464,Palgrave MacMillan,Unknown,258 pages,5.50 x 8.30 x 0.80 inches
3162,Forgotten Time,John C. Willis,9780813919829,University of Virginia Press,Unknown,239 pages,6.08 x 9.03 x 0.62 inches
3163,A Cultural History of Tattoos (Library of Tattoos and Body Piercings (Reference Point)),Gail B. Stewart,9781601525604,Referencepoint Press,Unknown,,
3164,Bone Rooms,Samuel J. Redman,9780674660410,Harvard University Press,Unknown,,
3165,Across the Golden Horizon,Zoe Williamson,9781490763446,Trafford,Unknown,,
3166,The German-Americans and World War II,Timothy J. Holian,9780820440408,Lang Peter Publishing Inc.,2,243 pages,
3167,Rickey & Robinson,Roger Kahn,9781623366018,Rodale Books,Unknown,,
3168,Harrodsburg b,rodsburg by,9781911306108,Dewi Lewis Publishing,Unknown,,
3169,Cornel West,George Yancy; Cornel West,9780631222927,Blackwell Publishers,Unknown,380 pages,6.00 x 8.96 x 1.16 inches
3170,The Ghost Mountain Boys,James Campbell,9780307335975,Three Rivers Press (CA),Unknown,378 pages,5.28 x 8.04 x 0.90 inches
3171,Girls' Night In,Jim Smiley,9781516808274,CreateSpace Independent Publishing Platform,Unknown,,
3172,My Antonia,Willa Cather; Gordon A. Tapper,9781593082024,Barnes & Noble,Unknown,233 pages,5.23 x 7.97 x 0.75 inches
3173,Rwandan Women Rising,Swanee Hunt,9780822362579,Duke University Press Books,Unknown,,
3174,John Calvin,W. Robert Godfrey,9781433501326,Crossway Books,Unknown,207 pages,5.20 x 7.90 x 0.60 inches
3175,Sherlock Holmes. Selected Stories,Arthur C. Conan Doyle,9780199672066,Oxford University Press,Unknown,400 pages,5.08 x 7.72 x 0.00 inches
3176,Race in John Howard Griffin S Black Like Me,David Nelson,9780737763737,Greenhaven Press,Unknown,224 pages,
3177,The Varieties of Religious Experience (Barnes & Noble Classics Series),William James; William Shakespeare; Wayne Proudfoot,9781593080723,Barnes & Noble Classics,Unknown,512 pages,5.24 x 8.02 x 1.36 inches
3178,Diary of Blood,Dewey Starbuck,9781452055121,Authorhouse,Unknown,48 pages,9.01 x 5.98 x 0.11 inches
3179,Botany b,any by,9781632397065,CALLISTO REFERENCE,Unknown,,
3180,The Lay Pastor Training Manual,Frank Damazio,9781886849068,City Christian Publishing,Unknown,,8.40 x 11.08 x 0.55 inches
3181,Madame Bovary,Gustave Flaubert; Chris Kraus; Elcanor Marx Aveling,9781593080525,Barnes & Noble Classics,Unknown,368 pages,6.64 x 8.04 x 1.01 inches
3182,All In,Josh Levs,9780062349613,HarperOne,Unknown,,
3183,Leviticus,John W. Kleinig,9780570063179,Concordia Publishing House,Unknown,450 pages,7.40 x 10.28 x 1.94 inches
3184,Fail Fast Fail Often,Ryan; Krumboltz; John Babineaux,9780399166259,Tarcher,Unknown,,
3185,Little Lion,Ann Hood,9780448454689,Grosset & Dunlap,Unknown,185 pages,5.80 x 7.60 x 0.70 inches
3186,Angela Merkel,Clifford W. Mills; Arthur Meier; Jr. Schlesinger,9780791094969,Chelsea House Publications,Unknown,120 pages,6.85 x 9.30 x 0.48 inches
3187,Abraham Cahan,Seth Lipsky,9780805242102,Schocken Books Inc,Unknown,240 pages,
3188,The Comfort Women,George Hicks,9780393316940,W. W. Norton & Company,Unknown,303 pages,5.53 x 8.30 x 0.79 inches
3189,From Witt to Holeman,Mary Kay Hushman Lavezzari,9781537376004,CreateSpace Independent Publishing Platform,Unknown,,
3190,Blackout,Sarah Hepola,9781455554584,Grand Central Publishing,Unknown,,
3191,Current Progress in Tectonics b,rent Progress in Tectonics by,9781632391414,CALLISTO REFERENCE,Unknown,,
3192,Wallis in Love,Andrew Morton,9781478964636,Grand Central Publishing,Unknown,,
3193,Alexander Hamilton Pers of Myth(p),Stephen F. Knott,9780700614196,University Press of Kansas,Unknown,336 pages,6.04 x 8.92 x 1.03 inches
3194,Cracking the AP Physics C Exam 2013 Edition,Princeton Review,9780307945167,Princeton Review,Unknown,576 pages,
3195,Alexander Hamilton,Ron Chernow,9781594200090,Penguin Press,Unknown,832 pages,6.60 x 9.54 x 2.10 inches
3196,Report from a Free World,Hannu,9789523186590,Books On Demand,Unknown,,
3197,Better Safer Hospital Care,Dr. Michael W. Kruse PharmD,9781500132200,CreateSpace Independent Publishing Platform,Unknown,,
3198,L'informe Phaeton,Albert Salvad,9789992019146,Albert Salvad,Unknown,,
3199,The Conqueror Being the True and Romantic Story of Alexander Hamilton,Gertrude Franklin Atherton,9781532824777,CreateSpace Independent Publishing Platform,Unknown,,
3200,The Man in the Iron Mask,Alexandre Dumas; Barbara T. Cooper,9781593082338,Barnes & Noble,Unknown,736 pages,5.58 x 7.99 x 1.70 inches
3201,Fighter Group,Lt Col  Jay A. Stout,9780811736534,Stackpole Books,Unknown,,
3202,Wallis in Love,Andrew Morton,9781455566976,Grand Central Publishing,Unknown,,
3203,Morning of Fire,Scott Ridley,9780061700194,William Morrow & Company,Unknown,452 pages,5.32 x 7.98 x 1.11 inches
3204,Paying for College Without Going Broke 2015 Edition (College Admissions Guides),Chany; Kalman Princeton Review,9780804125482,Princeton Review,Unknown,,
3205,Missing Secret Diary of Admiral Richard E. Byrd,Richard Evelyn Byrd,9780938294917,Inner Light - Global Communications,Unknown,,
3206,Blackbird,James Hamilton-Paterson,9781681775050,Pegasus Books,Unknown,,
3207,Famous African-American Women,Cal Massey; Coloring Books,9780486420523,Dover Publications,Unknown,48 pages,8.22 x 10.98 x 0.28 inches
3208,Diario de Ana Frank (Spanish Edition),Ana Frank,9781542542395,CreateSpace Independent Publishing Platform,Unknown,,
3209,In Search of the Old Ones,David Roberts,9780684832128,Simon & Schuster,Unknown,272 pages,5.40 x 8.58 x 0.73 inches
3210,Haunting Vancouver,Mike McCardell,9781550176063,Harbour Publishing,Unknown,256 pages,8.07 x 9.06 x 0.98 inches
3211,The Guns of August,Barbara Wertheim Tuchman,9780345476098,Presidio Press,Unknown,640 pages,4.32 x 6.94 x 1.11 inches
3212,Inside,Susan Marie Conrad,9781935347576,Epicenter Press,Unknown,,
3213,Civil War Soldiers,Reid Mitchell; Mitchell Reid,9780140263336,Penguin Books,Unknown,288 pages,5.11 x 7.77 x 0.55 inches
3214,Noble Abstractions,Frank A. Warren,9780814208144,Ohio State University Press,Unknown,352 pages,6.32 x 9.20 x 1.16 inches
3215,Diaries of a Soldier,Thomas R. Schombert,9781425930721,Authorhouse,Unknown,240 pages,5.00 x 8.00 x 0.55 inches
3216,The Forgotten 500,Gregory A. Freeman,9780451224958,Nal Caliber,Unknown,313 pages,5.90 x 8.80 x 0.80 inches
3217,Alliance of Enemies,Agostino Von Hassell; Sigrid MacRae; Simone Ameskamp,9780312374822,St. Martin's Griffin,Unknown,391 pages,6.24 x 9.14 x 1.10 inches
3218,A Fiery Peace in a Cold War,Neil Sheehan,9780679745495,Vintage Books USA,Unknown,534 pages,5.28 x 8.00 x 1.14 inches
3219,A Cultural History of the Senses in the Age of Enlightenment,VILA ANNE C,9780857853424,Bloomsbury Publishing PLC,Unknown,288 pages,6.77 x 9.61 x 0.00 inches
3220,Bearing Witness,John R. Carpenter,9781510725898,Skyhorse Publishing,Unknown,,
3221,Economics and Morality,Katherine E. Browne; B. Lynne Milgram,9780759112025,Altamira Press,Unknown,282 pages,5.90 x 8.80 x 0.80 inches
3222,I Praise My Destroyer,Diane Ackerman,9780679771340,Vintage Books,Unknown,128 pages,5.22 x 7.97 x 0.41 inches
3223,A Tale of Two Cities,Charles Dickens; Gillen D'Arcy Wood,9781593081386,Barnes & Noble Classics,Unknown,448 pages,5.30 x 7.98 x 1.23 inches
3224,Dead Wake,Erik Larson,9780307408877,Broadway Books,Unknown,,
3225,Denver and the Doolittle Raid,Bowen D. Burnette,9780985061203,Tabbystone Press,Unknown,,
3226,Jesus Before the Gospels,Bart D. Ehrman,9780062285225,HarperOne,Unknown,,
3227,The American Revolution in Indian Country,Colin G. Calloway; Calloway; Frederick Hoxie,9780521475693,Cambridge University Press,Unknown,354 pages,5.99 x 8.99 x 0.78 inches
3228,Dear Zari,Zarghuna Kargar,9781402268373,Sourcebooks,Unknown,250 pages,5.90 x 8.90 x 0.80 inches
3229,Democracy Matters,Cornel West,9780143035831,Penguin Books,Unknown,229 pages,5.30 x 7.90 x 0.60 inches
3230,Broken Glass Behind the China Cabinet,Pamela Kaye,9781458205438,Abbott Press,Unknown,284 pages,5.00 x 7.99 x 0.64 inches
3231,Did Jesus Exist?,Bart D. Ehrman,9780062206442,HarperOne,Unknown,368 pages,
3232,Hannibal's Oath,John Prevas,9780306824241,Da Capo Press,Unknown,,
3233,Autumn of the Black Snake,William Hogeland,9780374107345,Farrar Straus and Giroux,Unknown,,
3234,Elasticsearch Blueprints,Vineeth Mohan,9781783984923,Packt Publishing - ebooks Account,Unknown,,
3235,I Love You,Laughing Elephant,9781595833839,Laughing Elephant,Unknown,39 pages,8.58 x 12.08 x 0.84 inches
3236,Bitter Fruit,Maureen Honey,9780826212658,University of Missouri Press,Unknown,424 pages,6.11 x 9.16 x 1.19 inches
3237,Equity and Justice in Developmental Science b,ity and Justice in Developmental Science by,9780128018972,Academic Press,Unknown,,
3238,King of the Lobby,Kathryn Allamong Jacob,9780801893971,Johns Hopkins University Press,Unknown,212 pages,6.30 x 9.00 x 1.00 inches
3239,Serendipity,H. D. Johns,9781412200332,Trafford Publishing,Unknown,252 pages,5.50 x 8.50 x 0.69 inches
3240,LBX,Hideaki Fujii,9781421577005,Perfect Square,Unknown,,
3241,Modern Philosophies of Human Nature,Peter E. Langford; P. Langford,9789024733712,Martinus Nijhoff Publishers / Brill Academic,Unknown,272 pages,
3242,Head and Heart,Garry Wills,9780143114079,Penguin Books,Unknown,626 pages,5.46 x 8.38 x 1.40 inches
3243,Xenophobia and Islamophobia in Europe,Raymond Taras,9780748650729,Edinburgh University Press,Unknown,192 pages,6.00 x 9.10 x 0.60 inches
3244,Driven West,A. J. Langguth,9781416548607,Simon & Schuster,Unknown,466 pages,6.10 x 9.00 x 1.30 inches
3245,Jacob Jump,Eric Morris,9781611175431,Story River Books,Unknown,,
3246,1007 GRE Practice Questions 4th Edition (Graduate School Test Preparation),Princeton Review,9780307946317,Princeton Review,Unknown,,
3247,Diary of Jayne,A M Ramirez,9781493712328,CreateSpace Independent Publishing Platform,Unknown,,
3248,Malachi Moon,Crudup Robert Crudup,9781426926860,Trafford Publishing,Unknown,428 pages,7.99 x 4.99 x 0.87 inches
3249,The Hundred Years War Volume III,Jonathan Sumption,9780812221770,University of Pennsylvania Press,Unknown,1006 pages,6.10 x 9.30 x 2.20 inches
3250,Digging Up a Past,John Mulvaney,9781742232195,University of New South Wales Press,Unknown,348 pages,6.10 x 9.30 x 1.30 inches
3251,American Bloomsbury: Louisa May Alcott Ralph Waldo Emerson Margaret Fuller Nathaniel Hawthorne and Henry David Thoreau,Susan Cheever,9780743264624,Simon & Schuster,Unknown,223 pages,6.13 x 9.33 x 0.59 inches
3252,Progressive Racism,David Horowitz,9781594038594,Encounter Books,Unknown,,
3253,A Man Called Lion,Peter Hathaway Capstick,9781571572721,Safari Press,5,260 pages,6.26 x 9.72 x 1.15 inches
3254,First Science Encyclopedia,DK,9781465443441,DK Children,Unknown,,
3255,Sun Tzu's Art of War,Sun Tzu,9781532998300,CreateSpace Independent Publishing Platform,Unknown,,
3256,Reflections of Challenges and Triumphs,Lincoln Wallace,9781456826628,Xlibris Corporation,Unknown,124 pages,9.00 x 5.98 x 0.44 inches
3257,Designing Democracy in a Dangerous World,Andrew Reynolds,9780199594498,Oxford University Press USA,Unknown,198 pages,6.10 x 9.10 x 0.60 inches
3258,Madame Bovary Gustave Flaubert,Gustave Flaubert,9781541174252,CreateSpace Independent Publishing Platform,Unknown,,
3259,Wallenberg,Kati Marton,9781611453379,Arcade Publishing,Unknown,272 pages,5.48 x 8.17 x 0.82 inches
3260,Germany in the Modern World,Sam A. Mustafa,9781442265127,Rowman & Littlefield Publishers,Unknown,,
3261,World War II Battlefield Communications,Gordon L. Rottman; Peter Dennis,9781846038471,Osprey Publishing (UK),Unknown,64 pages,7.32 x 9.62 x 0.12 inches
3262,Blood Will Out,Walter Kirn,9781631490224,Liveright,Unknown,,
3263,Good Night Firefly,Gabriel Alborozo,9781627792226,Henry Holt and Co. (BYR),Unknown,,
3264,Practical Handbook on Meat Science and Technology,Jhari & Sharma Davinder Kumar & Sahoo,9789351241645,Daya Publishing House,Unknown,,
3265,Qt5 Blueprints,Symeon Huang,9781784394615,Packt Publishing - ebooks Account,Unknown,,
3266,Crossroads,Mitchell K. Hall,9780742544437,Rowman & Littlefield Publishers,Unknown,241 pages,6.38 x 9.02 x 0.78 inches
3267,Dawn Light,Diane Ackerman,9780393338751,W. W. Norton & Company,Unknown,240 pages,6.54 x 7.90 x 0.68 inches
3268,The Rise of Superman,Steven Kotler,9781477800836,New Harvest,Unknown,,
3269,Jane Boleyn,Julia Fox,9780345510785,Ballantine Books,Unknown,416 pages,5.32 x 7.96 x 1.05 inches
3270,America's Best History Timeline,Americasbesthistory Com,9780974533889,JDP ECON Publications,Unknown,,
3271,Lost in Shangri-La,Mitchell Zuckoff,9780061988356,Harper Perennial,Unknown,432 pages,5.20 x 7.90 x 1.20 inches
3272,On American Soil,Jack Hamann,9780295987057,University of Washington Press,Unknown,358 pages,6.08 x 8.96 x 0.95 inches
3273,Gorbachev,William Taubman,9780393647013,W. W. Norton & Company,Unknown,,
3274,Beyond the Ice Limit,Douglas; Child; Lincoln Preston,9781455525874,Grand Central Publishing,Unknown,,
3275,Historic Battleship Texas,John C. Ferguson,9781933337074,State House Press,Unknown,192 pages,6.35 x 9.00 x 0.45 inches
3276,Byzantine Chronicles and the Sixth Century,Roger Scott,9781409441106,Ashgate Publishing Group,Unknown,350 pages,6.10 x 8.98 x 1.10 inches
3277,John Dewey's Logical Theory,Delton Thomas Howard,9781408635520,Brunton Press,Unknown,144 pages,5.50 x 8.50 x 0.34 inches
3278,Diary of a Teenage Superhero (Teen Superheroes) (Volume 1),Darrell Pitt,9781516937189,CreateSpace Independent Publishing Platform,Unknown,,
3279,The Lost King of France,Deborah Cadbury,9780312320294,St. Martin's Griffin,Unknown,336 pages,5.50 x 8.30 x 0.75 inches
3280,Me Mom and World War II,Albert F. Pishioneri,9781434348739,Authorhouse,Unknown,528 pages,6.00 x 9.00 x 1.18 inches
3281,America's Urban History,Lisa Krissoff; Corey; Steven Hunt Boehm,9780415537605,Routledge,Unknown,,
